TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
158.336870748,-260.936,38.4972,-8.11183,7.88994,-8.64804,-2.09245,1.30488,9.17184,11.5879,7.93085,2.90038,0.964898,3.05917,3.40145,-1.1776,2.69049,2.62184,1.89316,0.71421,-1.04249,-0.098167
158.360090703,-255.974,38.8838,-9.31453,7.88543,-9.27031,-1.47608,3.87489,9.72963,10.2307,7.64099,2.07328,0.888895,2.40847,4.28798,-2.4262,1.11263,-0.57942,-1.48766,3.1021,-0.634604,0.781448
158.383310658,-235.974,47.1146,-4.73059,8.4454,-3.77383,2.75253,7.04853,4.72545,1.64673,6.4341,-4.14366,0.972589,-2.43921,-0.418831,-3.7736,-2.34648,-0.605695,-0.801378,2.98935,1.2683,-0.158614
158.406530612,-252.138,43.5235,-6.13275,9.52177,-2.77989,-0.116016,1.9033,5.17501,3.98885,3.8027,-2.29329,5.81187,1.36979,0.464381,-1.34747,-2.12104,1.53877,3.95349,6.4697,2.57642,-0.332564
158.429750567,-259.293,41.6225,-8.64161,12.3196,0.347893,3.90986,2.60801,8.92495,3.99493,4.03042,-0.633294,1.14957,-0.283282,2.24133,1.19285,0.501698,2.97261,1.1657,4.17943,-1.7828,-2.92631
158.452970522,-246.548,41.0972,-8.17118,6.22032,-2.10737,6.61533,-4.58278,5.68799,-0.425592,3.31185,4.38914,4.45213,1.55207,0.403704,-1.79674,3.08337,2.77211,2.73567,2.29142,-4.20347,-2.338
158.476190476,-248.401,37.4301,-7.81472,5.53077,0.0459942,11.2755,-2.06271,-2.16353,0.205628,7.50374,4.73863,3.03045,2.86228,1.31288,-2.3038,6.49959,2.77237,0.931574,1.88219,-2.82212,-1.44635
158.499410431,-248.414,37.6258,-9.94369,10.9311,2.60757,5.68549,-3.89174,-3.40192,-3.61149,6.34471,4.12266,1.58054,0.259311,1.32329,0.65249,3.90872,5.58174,0.552179,-0.975838,-1.97714,-5.69511
158.522630385,-222.206,40.8162,-4.43654,13.8682,6.08041,5.85759,-2.11217,-0.135455,-2.82964,0.87821,1.57892,-0.551534,1.59722,0.259682,-3.53503,-0.178426,-2.61568,0.412591,2.88048,1.49859,-3.73195
158.545850340,-239.905,38.0556,-1.95738,15.9917,5.55418,4.9799,0.817363,3.01628,3.04851,5.35279,3.89271,2.58703,1.30666,-0.602074,-4.07069,-1.63973,-2.89827,3.85597,4.199,1.42865,-1.48235
158.569070295,-252.08,32.9952,-2.57676,14.0064,2.05636,2.41412,1.78389,4.4193,3.68233,6.19186,2.91651,1.25228,1.1957,-0.514366,-3.07422,-0.873835,-0.0537593,2.10946,5.72896,4.23198,-0.873689
158.592290249,-258.725,34.5668,-5.39891,12.8875,1.76751,3.25182,2.84407,5.39347,4.34566,6.36234,7.88634,4.53028,0.462048,-0.691017,-3.34969,-0.811976,-0.467452,0.134007,2.04034,1.48518,-4.08011
158.615510204,-232.969,1.83978,1.5152,18.6334,-10.5909,7.2978,-1.80461,5.40533,6.05907,7.93599,4.70813,3.6612,2.70438,-1.19592,-2.97601,-1.97952,-0.101111,3.15417,2.53156,0.716635,-3.39979
158.638730159,-224.239,-2.50322,1.42692,18.2383,-7.33487,7.72285,-1.35763,2.35267,4.35013,6.1733,6.29317,4.27814,2.19154,-2.47091,-1.01836,0.427877,2.27652,2.51841,4.03587,1.55996,-2.66286
158.661950113,-225.859,-3.09503,-0.199203,20.5705,-8.81068,5.98996,-0.241622,2.2242,3.54167,6.66795,5.20206,3.34241,0.859816,-2.73625,-0.310891,0.752538,-0.712726,3.81034,5.04496,2.19273,-1.11518
158.685170068,-226.408,-4.89673,-1.47718,19.6366,-7.86206,12.3287,0.769148,5.22056,9.61949,7.50879,6.57145,2.61949,1.77925,-2.89433,-3.24359,-2.7348,3.26803,4.29563,4.08694,3.69129,0.646753
158.708390023,-232.184,0.650192,-6.63793,21.3334,-7.44146,9.5894,1.24988,8.7305,5.01266,6.47058,4.20731,0.811026,1.59939,-3.68824,-3.31106,-2.55977,4.14377,6.19925,4.09298,3.68827,0.412738
158.731609977,-243.572,20.4211,1.0541,18.8319,-2.8816,6.12815,-4.30708,7.03812,1.42634,-0.730967,-0.055442,5.24233,3.99882,-3.49057,-4.50894,-2.10233,1.36167,5.4398,2.34955,1.31097,-0.815923
158.754829932,-246.586,29.1422,0.157943,12.8741,-6.6648,3.21408,-3.63183,6.21232,3.93094,-1.30679,-0.961609,2.89598,5.08795,0.296742,-0.263211,-0.630429,-1.55267,-1.7455,3.40964,2.74909,-2.19404
158.778049887,-247,24.6284,-3.59228,16.6936,-2.83608,9.20578,-1.56216,3.50417,4.65901,1.53793,-0.383416,1.85231,3.11012,-2.40624,-2.76586,-0.111435,-0.413058,-0.127486,2.09274,2.85613,0.121806
158.801269841,-261.587,16.8349,-5.174,19.6156,-0.182123,10.6374,-3.95034,8.02062,8.80325,1.96618,1.33117,4.39128,4.0074,-5.44007,-4.00322,-3.07908,-2.96176,1.0917,5.30529,4.18377,-1.40945
158.824489796,-251.928,26.5657,-6.08346,16.0177,-2.3861,0.401709,-5.98954,4.08229,3.2306,-0.0934685,-1.80714,3.81459,7.68964,0.474163,0.824051,2.07505,1.99168,3.26664,3.27407,1.69712,-0.934322
158.847709751,-216.979,37.9775,-7.36976,14.0911,6.8958,4.46712,1.54189,0.585814,1.08673,1.80348,0.348773,3.67891,3.09947,-1.49416,-4.39671,-2.27506,-1.7902,0.195005,4.11153,3.68502,-0.339295
158.870929705,-216.445,28.5667,-1.50641,12.0646,7.44034,3.71407,-2.72768,6.12892,2.66575,2.54091,2.41116,4.13037,3.08204,-3.15359,-6.81337,-1.97555,-1.59392,1.10719,7.8721,5.5412,-2.0469
158.894149660,-228.408,31.5686,-0.72318,11.7938,2.00147,0.5794,-1.6998,5.64176,3.45553,4.35069,3.8161,4.40699,7.30009,1.86168,-4.70515,1.36223,-3.81681,-1.06726,4.87283,1.47475,-1.23604
158.917369615,-224.803,30.1315,-9.91904,1.37797,-3.81415,3.30457,-4.4039,4.07671,-1.97457,2.15864,4.14569,4.95193,8.96971,-0.730725,-4.74433,-0.529952,-2.49357,1.38871,0.296812,-0.70791,-1.77531
158.940589569,-220.304,30.8111,-7.05596,3.50374,2.68249,10.1222,-6.93751,5.48316,-3.96535,6.25083,6.2555,3.75692,7.05014,-0.63639,-1.85909,4.24352,-1.72598,-0.179067,0.794647,0.150813,-1.84643
158.963809524,-227.424,29.9682,-9.59609,4.43203,2.27347,7.70568,-7.58627,4.76157,-2.58848,5.77168,8.34932,2.77244,5.34369,-5.37573,-2.5186,3.72278,-3.94354,-3.22088,2.11782,0.764058,-1.6849
158.987029478,-239.086,28.8283,-11.0977,5.60272,4.38773,7.33039,-9.66101,-2.71714,-3.30043,7.44399,4.99465,2.13538,4.08335,-4.14385,-1.36088,2.27588,-2.89157,-1.3157,2.11196,1.39138,-0.818983
159.010249433,-237.358,29.873,-15.237,5.24745,7.06526,5.06305,-12.5215,-2.10889,-1.95481,7.50695,2.93974,1.69271,5.51613,-3.67518,1.63288,-0.261746,-3.79051,-2.14423,0.885757,2.07665,-0.867943
159.033469388,-235.546,30.9827,-14.7462,5.94325,6.76508,6.78857,-12.7318,-0.147224,-2.09965,5.557,1.51412,1.0079,5.84573,0.147231,-0.109827,0.302273,-2.76795,-1.65509,2.48638,0.702074,-3.23958
159.056689342,-241.224,26.3865,-21.6086,2.41295,3.71444,3.89218,-14.724,0.31983,-1.26856,5.47954,1.77291,-1.0018,7.08322,-0.704361,-2.92837,3.10842,-1.76005,-0.192875,3.12391,0.032005,-2.88304
159.079909297,-244.236,27.7556,-19.0058,5.85341,5.51746,2.28175,-14.7821,-1.57595,-2.16329,1.94519,-1.17546,-1.27611,7.37045,-1.46398,-1.50524,3.28274,-3.38616,0.615371,4.78994,-0.232547,-3.21723
159.103129252,-249.262,24.5394,-14.4791,4.77725,2.53034,0.579221,-15.1549,-1.36681,-3.52697,1.7363,2.38712,1.4963,6.50276,1.84529,-1.88729,4.32932,-4.6175,3.15452,7.27615,0.755796,-1.87955
159.126349206,-254.037,27.1394,-16.4038,8.13988,4.06458,-2.94653,-11.2971,-2.04875,-2.03659,1.09305,-2.55221,-2.71051,2.95948,-2.52038,-6.66487,-0.979824,-3.4797,0.994253,5.45878,3.68716,-1.68769
159.149569161,-248.428,23.2899,-15.952,13.5145,6.16534,-2.21931,-7.39664,2.06499,1.51475,1.5772,-0.698359,-0.287218,1.90585,-1.48197,-5.10883,-1.93115,0.0659656,2.45096,4.12155,3.23197,-1.69986
159.172789116,-182.443,23.4713,-13.5607,14.4899,4.86623,-3.43564,-0.679997,-0.207384,-1.96279,-1.08781,-5.4552,-2.03414,-3.56298,-2.13535,-0.107176,-3.36317,-0.888376,0.0401814,0.594682,-0.61345,1.6172
